#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
NC_042038	47.285
NC_042037	47.624
NC_042036	47.78
NC_042035	71.092
NC_042034	70.428
NC_042033	71.547
NC_042032	65.1
NC_042031	60.835
NC_042030	58.714
NC_042029	43.015
NC_042028	45.159
NC_042027	74.491
NC_042025	60.03
NC_042024	27.595
NC_042023	41.598
NC_042022	41.081
NC_042021	41.712
NC_042020	45.428
NC_042019	162.422
NC_042018	235.108
NC_042017	87.57
NC_042016	56.076
NC_042015	50.93
NC_042014	49.808
NC_042012	133.71
NC_042011	133.047
NC_042010	133.486
NC_042009	131.086
NC_042008	131.976
NC_042007	41.514
NC_042006	41.208
NC_042005	41.608
NC_042004	40.598
NC_042003	40.879
NC_042002	39.122
NC_042001	58.247
NC_042000	70.707
NC_041999	49.797
NC_041998	45.373
NC_041997	156.281
NC_041996	171.175
NC_041995	50.564
NC_041994	278.136
NC_041993	155.286
NC_041992	42.633
NC_041991	41.546
NC_041990	170.496
NC_041989	59.315
NC_041988	59.794
NC_041987	75.973
NC_041986	61.164
NC_041985	52.298
NC_041984	50.332
NC_041983	53.278
NC_041982	51.094
NC_041981	176.055
NC_041980	175.814
NC_041979	88.531
NC_041978	84.694
NC_041977	89.596
NC_041976	54.312
NC_041975	273.224
NC_041974	271.088
NC_041973	271.182
NC_041972	273.501
NC_041971	83.724
NC_041970	80.228
NC_041969	45.58
NC_041968	87.646
NC_041967	40.409
NC_041966	45.888
NC_041965	69.409
NC_041964	63.56
NC_041963	44.194
NC_041962	76.268
NC_041961	67.592
NC_041960	58.619
NC_041959	57.081
NC_041958	63.513
NC_041957	29.511
NC_041956	29.422
NC_041955	29.491
NC_041954	29.339
NC_041953	57.899
NC_041952	58.279
NC_041951	58.159
NC_041950	75.38
NC_041949	59.173
NC_041948	58.353
NC_041947	60.005
NC_041946	44.371
NC_041945	42.83
NC_041944	43.374
NC_041943	43.707
NC_041942	44.183
NC_041941	43.336
NC_041940	44.389
NC_041939	42.601
NC_041938	43.075
NC_041937	129.454
NC_041936	164.706
NC_041935	61.292
NC_041934	61.818
NC_041933	50.909
NC_041932	51.027
NC_041931	49.419
NC_041930	49.879
NC_041929	188.427
NC_041928	139.928
NC_041927	130.138
NC_041926	41.289
NC_041925	54.836
NC_041924	45.415
NC_041923	87.709
NC_041922	84.419
NC_041921	77.874
NC_041918	47.703
NC_041917	357.154
NC_041916	239.276
NC_041915	41.642
NC_041914	41.402
NC_041913	118.537
NC_041912	40.551
NC_041911	279.845
NC_041910	76.35
NC_041909	41.152
NC_041908	53.018
NC_041907	72.321
NC_041906	70.912
NC_041905	40.493
NC_041904	92.338
NC_041903	91.212
NC_041902	66.182
NC_041901	157.034
NC_041900	47.405
NC_041899	123.49
NC_041898	42.765
NC_041897	42.292
NC_041896	134.073
NC_041895	38.555
NC_041894	38.067
NC_041893	37.429
NC_041892	35.948
NC_041891	37.219
NC_041890	35.284
NC_041889	56.168
NC_041888	49.658
NC_041887	134.973
NC_041886	52.738
NC_041885	40.556
NC_041884	234.9
NC_041883	47.881
NC_041882	43.478
NC_041881	158.136
NC_041880	103.218
NC_041879	58.951
NC_041878	378.379
NC_041877	93.191
NC_041876	37.809
NC_041875	46.723
NC_041874	49.628
NC_041873	50.298
NC_041872	88.308
NC_041871	135.391
NC_041870	66.158
NC_041869	135.4
NC_041868	38.261
NC_041867	37.994
NC_041866	47.575
NC_041865	65.994
NC_041864	160.57
NC_041863	168.733
NC_041862	135.279
NC_041861	55.073
NC_041860	50.773
NC_041859	43.226
NC_041858	49.492
NC_041857	43.665
NC_041856	50.348
NC_041855	58.866
NC_041854	43.827
NC_041853	49.186
NC_041852	53.972
NC_041850	76.174
NC_041849	51.16
NC_041848	31.2
NC_041847	57.701
NC_041846	74.997
NC_041845	46.45
NC_041844	109.27
NC_041834	24.608
NC_041833	51.534
NC_041832	14.701
NC_041831	27.985
NC_031107	246.29
NC_030937	44.262
NC_030928	43.851
NC_028693	18.655
NC_009552	40.863
NC_031068	44.268
NC_029005	56.451
NC_028808	90.743
NC_028671	41.098
NC_019911	42.406
NC_004775	39.672
NC_028935	88.698
NC_011269	154.017
NC_004686	56.275
NC_004682	50.913
NC_029043	53.184
NC_029018	50.854
NC_028960	51.543
NC_028876	109.801
NC_021306	75.736
NC_031224	59.443
NC_031255	46.895
NC_036595	18.222
NC_028987	41.243
NC_029048	131.704
NC_035464	9.78
NC_028908	72.825
NC_031062	75.147
NC_034628	35.035
NC_034627	35.439
NC_034625	32.735
NC_034624	33.356
NC_034623	36.493
NC_034620	36.391
NC_034619	34.19
NC_034621	36.306
NC_034248	115.042
NC_027348	73.882
NC_029003	29.733
NC_028696	41.338
NC_031045	157.855
NC_031021	41.224
NC_029015	33.509
NC_028701	33.509
NC_031937	38.979
NC_031933	114.18
NC_031925	43.788
NC_031918	45.342
NC_031946	40.443
NC_031944	185.102
NC_031943	40.47
NC_031942	40.498
NC_031941	34.563
NC_031940	77.375
NC_031939	89.817
NC_031938	42.82
NC_031936	49.979
NC_031935	186.386
NC_031934	168.929
NC_031932	42.702
NC_031931	89.01
NC_031930	59.518
NC_031929	41.063
NC_031928	169.936
NC_031927	216.121
NC_031926	46.575
NC_031924	47.564
NC_031923	42.186
NC_031922	174.83
NC_031920	41.105
NC_031919	42.696
NC_031917	39.949
NC_031915	37.395
NC_031914	88.994
NC_031913	41.807
NC_031912	89.937
NC_031911	39.29
NC_031910	41.887
NC_031909	134.927
NC_031908	42.685
NC_031907	33.181
NC_031906	198.19
NC_031905	42.894
NC_031904	88.421
NC_031903	172.345
NC_031902	125.114
NC_031901	42.927
NC_031945	42.696
NC_031921	42.696
NC_031900	191.983
NC_022331	69.309
NC_031279	52.129
NC_031277	52.561
NC_031274	50.509
NC_031269	51.884
NC_031266	44.872
NC_031265	49.894
NC_031264	46.877
NC_031263	53.935
NC_031262	54.751
NC_031261	48.67
NC_031256	53.486
NC_031253	77.832
NC_031252	51.29
NC_031247	50.636
NC_031245	221.908
NC_031243	42.395
NC_031239	59.337
NC_031233	50.346
NC_031230	98.136
NC_031228	60.606
NC_031251	47.88
NC_031250	52.437
NC_031249	50.127
NC_031246	43.267
NC_031242	174.307
NC_031237	49.286
NC_031234	43.982
NC_031231	58.871
NC_031229	76.972
NC_031226	53.717
NC_031281	43.516
NC_031280	104.906
NC_031271	43.602
NC_031267	42.979
NC_031260	41.17
NC_031258	39.696
NC_031257	52.428
NC_031254	58.56
NC_031241	43.293
NC_031238	53.411
NC_031235	194.437
NC_023594	54.791
NC_031056	157.501
NC_031129	103.445
NC_031128	158.081
NC_031127	240.761
NC_031124	76.012
NC_031122	44.929
NC_031121	25.908
NC_031120	241.147
NC_031119	29.347
NC_031118	54.167
NC_031117	44.885
NC_031115	39.616
NC_031114	39.235
NC_031112	59.265
NC_031110	93.129
NC_031109	78.302
NC_031108	39.64
NC_031104	72.979
NC_031103	165.772
NC_031102	42.429
NC_031101	33.697
NC_031100	164.443
NC_031098	40.749
NC_031097	52.077
NC_031096	44.57
NC_031095	168.758
NC_031092	39.158
NC_031090	169.621
NC_031087	168.272
NC_031084	29.249
NC_031082	87.662
NC_031081	45.206
NC_031080	160.985
NC_031078	50.082
NC_031077	41.76
NC_031076	38.071
NC_031075	22.24
NC_031074	92.58
NC_031072	47.898
NC_031071	22.825
NC_031070	162.375
NC_031067	52.496
NC_031066	39.434
NC_031064	36.202
NC_031063	72.697
NC_031061	53.431
NC_031060	52.726
NC_031059	38.773
NC_031058	58.566
NC_031057	180.219
NC_031055	43.773
NC_031054	162.415
NC_031053	50.934
NC_031052	57.804
NC_031050	51.802
NC_031049	161.929
NC_031048	41.918
NC_031047	170.77
NC_031046	17.641
NC_031044	22.179
NC_031043	229.501
NC_031042	111.325
NC_031040	31.987
NC_031037	163.041
NC_031036	35.068
NC_031032	24.32
NC_031031	52.738
NC_031030	170.788
NC_031029	93.686
NC_031028	45.285
NC_031027	162.359
NC_031026	49.167
NC_031025	42.201
NC_031022	108.05
NC_031018	39.274
NC_031017	32.409
NC_031015	26.504
NC_031014	40.008
NC_031013	34.396
NC_031012	162.151
NC_031011	168.993
NC_031010	246.39
NC_031009	22.884
NC_031008	17.861
NC_031007	223.935
NC_031004	41.857
NC_031001	66.611
NC_031113	44.513
NC_031091	43.277
NC_031051	37.933
NC_031035	61.626
NC_031019	41.809
NC_031111	53.623
NC_031085	166.634
NC_031065	159.878
NC_031041	52.501
NC_031034	161.14
NC_031024	162.308
NC_031020	163.201
NC_031016	40.273
NC_031002	21.697
NC_031123	39.444
NC_031086	40.57
NC_031039	251.042
NC_031006	161.552
NC_031003	29.254
NC_031126	244.84
NC_031125	41.005
NC_031116	163.345
NC_031099	44.536
NC_031094	33.105
NC_031073	94.555
NC_031069	32.729
NC_031023	32.649
NC_030953	170.65
NC_030951	38.243
NC_030949	47.02
NC_030946	33.477
NC_030945	39.873
NC_030944	74.073
NC_030943	54.99
NC_030942	55.524
NC_030941	46.6
NC_030936	93.843
NC_030935	17.727
NC_030934	90.552
NC_030933	133.798
NC_030929	49.033
NC_030924	75.68
NC_030923	45.417
NC_030921	49.768
NC_030920	165.868
NC_030916	56.212
NC_030914	75.462
NC_030912	17.119
NC_030910	93.754
NC_030906	83.324
NC_030905	73.752
NC_030904	38.975
NC_030901	92.618
NC_030948	167.619
NC_030940	32.637
NC_030939	45.537
NC_030932	43.505
NC_030931	41.871
NC_030930	46.57
NC_030927	45.858
NC_030925	138.081
NC_030919	42.418
NC_030918	36.629
NC_030917	93.577
NC_030915	80.65
NC_030913	58.308
NC_030911	45.858
NC_030909	50.183
NC_030908	36.938
NC_030907	17.562
NC_030903	152.069
NC_030902	41.207
NC_030950	47.02
NC_030947	38.243
NC_030884	32.995
NC_030848	31.314
NC_030698	52.924
NC_030696	93.139
NC_030695	52.689
NC_030694	52.684
NC_030652	42.14
NC_028748	51.366
NC_028695	40.491
NC_019919	122.696
NC_029316	70.812
NC_029314	29.763
NC_029106	62.22
NC_029083	93.464
NC_029067	138.234
NC_029065	98.765
NC_029121	151.417
NC_029120	60.875
NC_029118	24.847
NC_029116	33.596
NC_029107	41.941
NC_029104	54.312
NC_029103	64.323
NC_029102	36.051
NC_029101	72.192
NC_029100	33.399
NC_029099	49.797
NC_029098	133.531
NC_029097	44.496
NC_029094	131.903
NC_029093	75.796
NC_029092	44.974
NC_029091	168.771
NC_029084	37.99
NC_029081	45.633
NC_029080	142.096
NC_029079	75.339
NC_029078	34.997
NC_029077	52.155
NC_029075	81.541
NC_029074	75.987
NC_029073	141.298
NC_029072	94.766
NC_029071	41.085
NC_029070	41.62
NC_029068	31.703
NC_029066	48.666
NC_029061	36.315
NC_029060	76.276
NC_029059	51.492
NC_029058	106.071
NC_029057	134.742
NC_029050	51.896
NC_029047	32.894
NC_029046	50.827
NC_029045	60.216
NC_029044	154.434
NC_029042	156.833
NC_024206	38.269
NC_024329	39.425
NC_028777	80.798
NC_029033	45.045
NC_029022	46.895
NC_029008	41.486
NC_029006	35.703
NC_029004	36.712
NC_028991	42.158
NC_028886	38.663
NC_028880	38.625
NC_028857	172.733
NC_028856	80.148
NC_028840	111.751
NC_028772	39.133
NC_028755	178.182
NC_028959	52.261
NC_028958	41.507
NC_028951	32.846
NC_028905	41.56
NC_028883	44.461
NC_028838	33.274
NC_028764	49.316
NC_029031	45.218
NC_029030	31.075
NC_029029	45.552
NC_029028	60.754
NC_029027	40.86
NC_029026	130.952
NC_029025	41.843
NC_029024	56.505
NC_029023	87.712
NC_029021	60.747
NC_029020	50.918
NC_029019	42.593
NC_029017	73.42
NC_029016	58
NC_029013	177.688
NC_029011	51.711
NC_029010	40.592
NC_029009	147.589
NC_029007	43.745
NC_029002	169.223
NC_029001	32
NC_029000	162.327
NC_028999	309.208
NC_028997	59.802
NC_028996	54.295
NC_028995	43.216
NC_028992	34.783
NC_028990	38.886
NC_028988	44.36
NC_028986	153.401
NC_028984	30.664
NC_028983	138.877
NC_028982	137.918
NC_028980	62.181
NC_028979	57.253
NC_028978	60.609
NC_028977	41.054
NC_028976	50.113
NC_028974	56.528
NC_028972	75.167
NC_028971	66.111
NC_028969	52.955
NC_028968	71.214
NC_028967	29.605
NC_028966	76.269
NC_028965	53.219
NC_028962	140.961
NC_028961	55.094
NC_028957	171.541
NC_028956	52.139
NC_028955	197.361
NC_028954	36.065
NC_028953	110.764
NC_028952	60.934
NC_028950	223.932
NC_028947	62.738
NC_028946	59.652
NC_028945	206.713
NC_028944	162.252
NC_028943	29.237
NC_028942	68.293
NC_028941	51.161
NC_028940	170.286
NC_028939	68.871
NC_028938	22.613
NC_028937	58.338
NC_028936	59.052
NC_028934	72.139
NC_028933	45.626
NC_028932	52.088
NC_028931	55.108
NC_028930	54.439
NC_028929	40.759
NC_028928	53.455
NC_028927	167.298
NC_028926	40
NC_028925	170.822
NC_028924	48.689
NC_028923	58.472
NC_028922	45.161
NC_028920	52.53
NC_028919	45.673
NC_028917	41.931
NC_028916	44.573
NC_028915	43.228
NC_028914	52.927
NC_028913	43.145
NC_028912	49.717
NC_028911	34.176
NC_028910	55.617
NC_028907	68.839
NC_028906	75.933
NC_028904	49.452
NC_028903	77.266
NC_028901	43.9
NC_028900	28.144
NC_028899	222.888
NC_028898	35.764
NC_028897	49.421
NC_028896	32.675
NC_028895	116.138
NC_028894	170.336
NC_028892	49.949
NC_028890	162.486
NC_028889	59.416
NC_028888	39.474
NC_028887	167.431
NC_028885	72.378
NC_028882	84.583
NC_028881	170.473
NC_028879	43.225
NC_028878	76.271
NC_028877	52.967
NC_028874	50.614
NC_028872	86.252
NC_028871	38.392
NC_028870	43.595
NC_028869	153.714
NC_028865	76.964
NC_028864	43.189
NC_028863	40.477
NC_028862	44.222
NC_028861	44.576
NC_028860	52.392
NC_028859	42.881
NC_028855	44.846
NC_028854	43.724
NC_028853	50.078
NC_028852	53.042
NC_028851	37.995
NC_028850	41.449
NC_028849	53.387
NC_028848	41.805
NC_028847	170.527
NC_028846	61.081
NC_028844	57.293
NC_028843	75.816
NC_028842	57.328
NC_028841	44.952
NC_028837	41.149
NC_028836	42.508
NC_028835	38.751
NC_028834	48.216
NC_028832	61.511
NC_028831	61.235
NC_028830	34.155
NC_028829	248.088
NC_028828	52.055
NC_028827	50.165
NC_028826	42.265
NC_028825	87.372
NC_028823	58.985
NC_028822	40.829
NC_028821	40.67
NC_028820	162.101
NC_028819	43.19
NC_028818	57.168
NC_028817	93.879
NC_028816	43.809
NC_028815	51.355
NC_028813	57.766
NC_028812	58.546
NC_028810	52.357
NC_028809	58.637
NC_028807	43.15
NC_028805	126.341
NC_028804	52.643
NC_028802	49.158
NC_028801	68.346
NC_028800	41.698
NC_028799	66.708
NC_028798	50.882
NC_028796	49.203
NC_028795	31.522
NC_028794	52.647
NC_028792	56.826
NC_028791	44.492
NC_028789	18.609
NC_028788	37.246
NC_028787	28.489
NC_028786	49.462
NC_028785	72.79
NC_028784	51.409
NC_028783	39.399
NC_028782	40.024
NC_028780	167.124
NC_028779	43.68
NC_028778	75.626
NC_028776	59.67
NC_028775	43.098
NC_028774	48.754
NC_028773	182.145
NC_028770	59.878
NC_028768	49.714
NC_028767	45.653
NC_028766	33.755
NC_028765	142.348
NC_028763	49.847
NC_028762	161.989
NC_028760	49.037
NC_028759	58.065
NC_028758	35.644
NC_028757	50.768
NC_028754	120.098
NC_028751	58.671
NC_028750	176.081
NC_028749	134.27
NC_028747	47.618
NC_028746	44.249
NC_028745	66.103
NC_028247	90
NC_028744	53.141
NC_028743	48.594
NC_028742	70.27
NC_028698	41.868
NC_028672	149.732
NC_028659	142.987
NC_028702	38.084
NC_028700	37.976
NC_028699	40.74
NC_028697	33.9
NC_028694	29.407
NC_028692	15.524
NC_028691	68.227
NC_028690	68.472
NC_028689	67.774
NC_028688	40.114
NC_028687	51.637
NC_028686	166.313
NC_028685	62.851
NC_028684	41.563
NC_028683	177.643
NC_028682	69.03
NC_028680	50.515
NC_028679	40.938
NC_028678	56.669
NC_028677	46.596
NC_028676	149.218
NC_028675	41.526
NC_028674	68.355
NC_028673	73.419
NC_028670	44.203
NC_028669	43.012
NC_028668	77.779
NC_028667	39.593
NC_028666	36.595
NC_028665	56.982
NC_028664	43.963
NC_028663	188.632
NC_028662	50.418
NC_028661	41.149
NC_028660	61.035
NC_028658	68.735
NC_028657	60.919
NC_028656	65.955
NC_028655	39.235
NC_028654	56.275
NC_028653	67.617
NC_028652	94.109
NC_028651	19.351
NC_028449	63.569
NC_028448	167.467
NC_028268	38.049
NC_028256	13.769
NC_028248	136.896
NC_027988	47.636
NC_026610	56.637
NC_024142	72.583
NC_021529	247.511
NC_020490	44.714
NC_018087	166.687
NC_010275	33.507
NC_009763	42.973
NC_009761	42.232
NC_009762	47.785
NC_005964	18.855
NC_004914	62.706
NC_004913	59.866
NC_002628	31.007
NC_002484	56.426
NC_011085	38.457
NC_009799	42.972
NC_008206	78.296
NC_008202	42.289
NC_005262	63.882
NC_003390	46.675
NC_001978	41.491
NC_027995	41.666
NC_027986	39.014
NC_027992	39.552
NC_027987	29.508
NC_027983	167.435
NC_027979	168.401
NC_027997	177.534
NC_027996	175.72
NC_027994	41.632
NC_027993	43.587
NC_027991	147.303
NC_027990	48.211
NC_027989	53.237
NC_027985	68.016
NC_027982	32.847
NC_027981	42.612
NC_027980	43.804
NC_027630	29.506
NC_027629	28.876
NC_027628	29.517
NC_027627	29.44
NC_027626	29.347
NC_027625	29.461
NC_027624	29.594
NC_027622	29.33
NC_027621	29.463
NC_027620	29.726
NC_024124	169.148
NC_026607	159.914
NC_027397	39.725
NC_027396	33.756
NC_027395	77.327
NC_027393	39.53
NC_027392	29.264
NC_027391	29.412
NC_027390	45.169
NC_027389	29.494
NC_027388	73.05
NC_027386	29.247
NC_027385	29.261
NC_027384	37.359
NC_027383	44.613
NC_027382	37.146
NC_027381	68.365
NC_027380	29.377
NC_027379	43.642
NC_027377	28.921
NC_027376	29.442
NC_027375	43.227
NC_027373	29.423
NC_027370	29.428
NC_027367	29.003
NC_027365	58.076
NC_027363	41.48
NC_027362	29.394
NC_027361	29.454
NC_027360	87.603
NC_027359	29.491
NC_027358	28.527
NC_027357	29.496
NC_027356	108.065
NC_027355	159.071
NC_027354	29.323
NC_027352	159.492
NC_027350	49.816
NC_027349	166.977
NC_027347	29.511
NC_027346	29.327
NC_027342	41.268
NC_027341	130.008
NC_027339	38.389
NC_027337	88.403
NC_027336	29.503
NC_027333	29.421
NC_027332	98.17
NC_027331	170.341
NC_027329	87.51
NC_027405	29.264
NC_027404	167.785
NC_027403	29.255
NC_027402	240.413
NC_027401	29.751
NC_027400	29.264
NC_027399	346.602
NC_027398	38.742
NC_027387	38.81
NC_027371	29.741
NC_027369	86.231
NC_027364	348.113
NC_027353	167.063
NC_027351	147.745
NC_027345	73.008
NC_027344	158.099
NC_027340	162.16
NC_027335	145.518
NC_027334	47.8
NC_027330	45.403
NC_027394	40.214
NC_027378	56.776
NC_027374	161.239
NC_027372	39.639
NC_027366	164.302
NC_027295	29.806
NC_027299	42.092
NC_027298	36.814
NC_027296	53.721
NC_027297	123.475
NC_027294	29.438
NC_027292	39.167
NC_027293	87.999
NC_027204	194.701
NC_027130	172.688
NC_027132	190.768
NC_027125	47.142
NC_027119	157.498
NC_027120	36.892
NC_027118	39.422
NC_021190	46.15
NC_026928	189.418
NC_026927	228.143
NC_026924	174.885
NC_026923	179.11
NC_026926	192.108
NC_026611	43.129
NC_026609	74.806
NC_026608	42.093
NC_026606	71.2
NC_026605	46.869
NC_026604	53.636
NC_026603	61.251
NC_026602	43.639
NC_026601	37.238
NC_026600	66.181
NC_026599	45.808
NC_026598	58.211
NC_026597	63.334
NC_026596	57.052
NC_026595	54.986
NC_026594	56.537
NC_026593	59.419
NC_026591	44.716
NC_026590	90.46
NC_026589	55.832
NC_026588	60.285
NC_026587	86.246
NC_026586	66.299
NC_026585	60.727
NC_026584	109.871
NC_026583	49.577
NC_026017	41.88
NC_026016	43.748
NC_026014	35.814
NC_026010	50.109
NC_025830	120.938
NC_025829	164.999
NC_025822	42.544
NC_023693	148.612
NC_025453	40.286
NC_025446	157.308
NC_025445	40.981
NC_025441	66.854
NC_025440	134.369
NC_025437	169.062
NC_025434	62.699
NC_025423	138.658
NC_025422	155.997
NC_025418	43.871
NC_025417	140.903
NC_025416	141.907
NC_025460	42.6
NC_025470	139.004
NC_025452	155.346
NC_025448	165.179
NC_025425	163.424
NC_025419	168.402
NC_025414	178.171
NC_025467	17.972
NC_025466	40.161
NC_025465	40.923
NC_025464	44.147
NC_025463	49.64
NC_025462	99.73
NC_025461	45.871
NC_025459	53.744
NC_025458	43.51
NC_025457	42.654
NC_025456	46.547
NC_025455	46.237
NC_025451	38.646
NC_025450	44.366
NC_025449	166.783
NC_025447	348.532
NC_025443	52.869
NC_025442	59.578
NC_025439	34.773
NC_025438	67.744
NC_025436	133.824
NC_025433	58.55
NC_025431	45.718
NC_025430	42.351
NC_025429	156.446
NC_025428	59.601
NC_025427	54.506
NC_025426	140.807
NC_025424	45.648
NC_025421	29.616
NC_025420	32.975
NC_025415	32.799
NC_025375	28.096
NC_024125	168.47
NC_024369	41.569
NC_025115	40.002
NC_024794	167.318
NC_024793	46.847
NC_024792	160.281
NC_024791	50.44
NC_024790	71.778
NC_024789	45.746
NC_024788	162.816
NC_024787	132.541
NC_024786	71.248
NC_024785	44.844
NC_024784	46.44
NC_024783	44.332
NC_024782	36.838
NC_020858	40.929
NC_020856	40.931
NC_024392	66.676
NC_024391	41.941
NC_024390	26.752
NC_024389	28.336
NC_024388	28.022
NC_024387	43.767
NC_024386	28.427
NC_024385	28.193
NC_024384	41.156
NC_024383	135.831
NC_024380	25.74
NC_024379	39.093
NC_024378	28.015
NC_024381	43.056
NC_024375	67.15
NC_024371	68.386
NC_024368	50.61
NC_024367	75.028
NC_024366	62.661
NC_024363	68.807
NC_024362	40.472
NC_024359	133.048
NC_024358	41.75
NC_024356	42.597
NC_024355	93.794
NC_024354	149.162
NC_024370	39.965
NC_024365	51.09
NC_024364	131.952
NC_024361	38.392
NC_024360	138.036
NC_024357	39.36
NC_024330	37.38
NC_023863	66.316
NC_005880	148.317
NC_015272	88.322
NC_023558	38.966
NC_023595	41.687
NC_024217	82.438
NC_024215	54.452
NC_024214	55.584
NC_024209	67.383
NC_024208	54.173
NC_024203	53.513
NC_024212	55.726
NC_024216	160.541
NC_024213	158.1
NC_024211	158.75
NC_024210	47.112
NC_024207	159.656
NC_024205	159.837
NC_024204	42.764
NC_024149	18.899
NC_024148	50.101
NC_024147	57.315
NC_024146	56.702
NC_024145	70.667
NC_024144	54.279
NC_024143	53.255
NC_024141	51.378
NC_024140	72.028
NC_024139	108.483
NC_024138	65.243
NC_024137	152.778
NC_024136	51.781
NC_024135	42.392
NC_024134	139.02
NC_024121	167.266
NC_024123	64.113
NC_024122	162.91
NC_023567	43.766
NC_022088	163.019
NC_021342	43.378
NC_023748	53.137
NC_023747	59.672
NC_023746	57.387
NC_023745	51.813
NC_023744	60.588
NC_023742	68.711
NC_023741	69.641
NC_022980	45.798
NC_022774	80.382
NC_022768	154.701
NC_022972	37.372
NC_023865	55.098
NC_023862	52.136
NC_023859	59.254
NC_023856	152.46
NC_023841	37.328
NC_023743	47.18
NC_023740	68.311
NC_023739	51.821
NC_023738	106.327
NC_023737	155.586
NC_023736	40.411
NC_023735	76.797
NC_023734	35.725
NC_023733	154.573
NC_023732	69.279
NC_023731	53.526
NC_023730	42.594
NC_023729	43.036
NC_023728	56.461
NC_023727	68.494
NC_023726	53.597
NC_023725	156.646
NC_023724	62.991
NC_023723	53.684
NC_023722	59.231
NC_023721	54.411
NC_023720	53.142
NC_023719	497.513
NC_023717	151.924
NC_023716	53.177
NC_023715	38.616
NC_023714	153.882
NC_023713	52.288
NC_023712	71.341
NC_023711	68.72
NC_023710	50.844
NC_023709	51.308
NC_023708	51.083
NC_023707	53.169
NC_023706	75.772
NC_023705	41.65
NC_023704	51.421
NC_023703	64.613
NC_023702	52.379
NC_023701	69.864
NC_023700	34.553
NC_023699	59.016
NC_023698	54.47
NC_023697	48.42
NC_023696	157.568
NC_023695	52.481
NC_023694	78.064
NC_023692	48.984
NC_023691	70.506
NC_023690	110.569
NC_023689	76.26
NC_023688	222.006
NC_023687	53.003
NC_023686	67.949
NC_020862	74.485
NC_023614	43.153
NC_023612	39.078
NC_023609	46.739
NC_023607	53.396
NC_023605	41.529
NC_023604	44.306
